Release Date,Season,Episode,Episode Title,Name,Sentence
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,"Yah! Left high, left low."
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,"Right low, lunge right."
2011-06-05,Season 1,Episode 8,The Pointy End,steward of house stark,"If you break anything, the Septa will have my head. What is..."
2011-06-05,Season 1,Episode 8,The Pointy End,septa mordane,Your sister knew perfectly well we were to leave today.
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,She didn't forget. She's with her dancing master.
2011-06-05,Season 1,Episode 8,The Pointy End,septa mordane,Hush! Go back to your room.
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,What is it? What's happening?
2011-06-05,Season 1,Episode 8,The Pointy End,septa mordane,Do as I told you. Run!
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,"This way! Left, right."
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,"You said right, but you went left."
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,And now you are a dead girl.
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,Only 'cause you lied.
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,My tongue lied.
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,"I was so. I watched, but you..."
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,"Watching is not seeing, dead girl."
2011-06-05,Season 1,Episode 8,The Pointy End,meryn trant,"Arya Stark, come with us."
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,And why is it that Lord Eddard is sending Lannister men in place of his own? I am wondering.
2011-06-05,Season 1,Episode 8,The Pointy End,meryn trant,"Mind your place, dancing master."
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,My father wouldn't send you.
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,And I don't have to go with you if I don't want.
2011-06-05,Season 1,Episode 8,The Pointy End,maryn trant,Take her.
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,"Are you men or snakes, that you would threaten a child?"
2011-06-05,Season 1,Episode 8,The Pointy End,kings guard,"Get out of my way, little man."
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,I am Syrio Forel.
2011-06-05,Season 1,Episode 8,The Pointy End,kings guard,Foreign bastard.
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,And you will be speaking to me with more respect.
2011-06-05,Season 1,Episode 8,The Pointy End,meryn trant,Kill the Braavosi. Bring the girl.
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,"Arya child, we are done with dancing for the day."
2011-06-05,Season 1,Episode 8,The Pointy End,meryn trant,Bloody oafs.
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,"Be gone now, Arya."
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,Come with me. Run.
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,The first sword of Braavos does not run.
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,What do we say to the God of death?
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,Not today.
2011-06-05,Season 1,Episode 8,The Pointy End,syrio forel,Go.
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,Not today. Not today.
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,Stay away from me.
2011-06-05,Season 1,Episode 8,The Pointy End,sandor clegane,Who do you think sent me?
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,Needle.
2011-06-05,Season 1,Episode 8,The Pointy End,stable boy,There she is.
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,What do you want?
2011-06-05,Season 1,Episode 8,The Pointy End,stable boy,"I want you, wolf girl. Come here."
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,Leave me be. My father's a lord. He'll reward you.
2011-06-05,Season 1,Episode 8,The Pointy End,stable boy,"She'll reward me, the Queen!"
2011-06-05,Season 1,Episode 8,The Pointy End,arya stark,Stay away!
2011-06-05,Season 1,Episode 8,The Pointy End,lord varys,"Lord Stark, you must be thirsty."
2011-06-05,Season 1,Episode 8,The Pointy End,eddard stark,Varys.
2011-06-05,Season 1,Episode 8,The Pointy End,lord varys,I promise you it isn't poisoned.
2011-06-05,Season 1,Episode 8,The Pointy End,eddard stark,What about my daughters?
2011-06-05,Season 1,Episode 8,The Pointy End,lord varys,The younger one seems to have escaped the castle.
2011-06-05,Season 1,Episode 8,The Pointy End,eddard stark,And Sansa?
2011-06-05,Season 1,Episode 8,The Pointy End,lord varys,Still engaged to Joffrey.
2011-06-05,Season 1,Episode 8,The Pointy End,eddard stark,You watched my men being slaughtered and did nothing.
2011-06-05,Season 1,Episode 8,The Pointy End,lord varys,"And would again, My Lord."
2011-06-05,Season 1,Episode 8,The Pointy End,eddard stark,The madness of mercy. That she might save her children.
2011-06-05,Season 1,Episode 8,The Pointy End,lord varys,"Ah, the children. It is always the innocents who suffer."
2011-06-05,Season 1,Episode 8,The Pointy End,eddard stark,The Queen can't kill me. Cat holds her brother.
2011-06-05,Season 1,Episode 8,The Pointy End,lord varys,The wrong brother sadly.
2011-06-05,Season 1,Episode 8,The Pointy End,eddard stark,"If that's true, then slit my throat and be done with it."
2011-06-05,Season 1,Episode 8,The Pointy End,lord varys,"Not today, My Lord."
2011-06-05,Season 1,Episode 8,The Pointy End,eddard stark,"Tell me something, Varys."
2011-06-05,Season 1,Episode 8,The Pointy End,lord varys,"The Realm, My Lord."
