Release Date,Season,Episode,Episode Title,Name,Sentence
2011-05-01,Season 1,Episode 3,Lord Snow,kings landing guard,"Welcome, Lord Stark. Grand Maester Pycelle has called a meeting of the Small Council. The honor of your presence is requested."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"Get the girls settled in. I'll be back in time for supper. And, Jory, you go with them."
2011-05-01,Season 1,Episode 3,Lord Snow,jory cassel,"Yes, my Lord."
2011-05-01,Season 1,Episode 3,Lord Snow,kings landing guard,If you'd like to change into something more appropriate…
2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,"Thank the gods you're here, Stark. About time we had some stern northern leadership."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Glad to see you're protecting the throne.
2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,"Sturdy old thing. How many kings' asses have polished it, I wonder? What's the line? The King shits and the Hand wipes."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Very handsome armor. Not a scratch on it.
2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,"I know. People have been swinging at me for years, but they always seem to miss."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,You've chosen your opponents wisely then.
2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,"I have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,But you just stood there and watched.
2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,"500 men just stood there and watched. All the great knights of the Seven Kingdoms. You think anyone said a word, lifted a finger? No, Lord Stark. 500 men and this room was silent as a crypt. Except for the screams, of course, and the Mad King laughing. And later... When I watched the Mad King die, I remembered him laughing as your father burned... It felt like justice."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Is that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back?
2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,"Tell me... If I'd stabbed the Mad King in the belly instead of the back, would you admire me more?"
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"You served him well, when serving was safe."
2011-05-01,Season 1,Episode 3,Lord Snow,varys,Lord Stark.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Lord Varys.
2011-05-01,Season 1,Episode 3,Lord Snow,varys,I was grievously sorry to hear of your troubles on the Kingsroad. We are all praying for Prince Joffrey's full recovery.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,A shame you didn't say a prayer for the butcher's son. Renly! You're looking well.
2011-05-01,Season 1,Episode 3,Lord Snow,renly baratheon,"And you look tired from the road. I told them this meeting could wait another day, but..."
2011-05-01,Season 1,Episode 3,Lord Snow,petyr baelish,"But we have a Kingdom to look after. I've hoped to meet you for some time, Lord Stark. No doubt Lady Catelyn has mentioned me."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"She has, Lord Baelish. I understand you knew my brother Brandon as well."
2011-05-01,Season 1,Episode 3,Lord Snow,petyr baelish,All too well. I still carry a token of his esteem from navel to collarbone.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Perhaps you chose the wrong man to duel with.
2011-05-01,Season 1,Episode 3,Lord Snow,petyr baelish,"It wasn't the man that I chose, my Lord. It was Catelyn Tully. A woman worth fighting for, I'm sure you'll agree."
2011-05-01,Season 1,Episode 3,Lord Snow,grand maester pycelle,"I humbly beg your pardon, my Lord Stark."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Grand Maester.
2011-05-01,Season 1,Episode 3,Lord Snow,grand maester pycelle,How many years has it been? You were a young man.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,And you served another King.
2011-05-01,Season 1,Episode 3,Lord Snow,grand maester pycelle,"How forgetful of me. This belongs to you, now. Should we begin?"
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Without the King?
2011-05-01,Season 1,Episode 3,Lord Snow,renly baratheon,"Winter may be coming, but I'm afraid the same cannot be said for my brother."
2011-05-01,Season 1,Episode 3,Lord Snow,varys,His Grace has many cares. He entrusts some small matters to us that we might lighten the load.
2011-05-01,Season 1,Episode 3,Lord Snow,petyr baelish,We are the lords of small matters here.
2011-05-01,Season 1,Episode 3,Lord Snow,renly baratheon,My brother instructs us to stage a tournament in honor of Lord Stark's appointment as Hand of the King.
2011-05-01,Season 1,Episode 3,Lord Snow,petyr baelish,"Mmm, how much?"
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"40,000 gold dragons to the champion, 20,000 to the runner-up, 20,000 to the winning archer."
2011-05-01,Season 1,Episode 3,Lord Snow,grand maester pycelle,Can the treasury bear such expense?
2011-05-01,Season 1,Episode 3,Lord Snow,petyr baelish,"I'll have to borrow it. The Lannisters will accommodate, I expect. We already owe Lord Tywin 3 million gold. What's another 80,000?"
