Release Date,Season,Episode,Episode Title,Name,Sentence
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,"Your pardon, your Grace."
2011-05-22,Season 1,Episode 6,A Golden Crown,cersei lannister,Do you know what your wife has done?
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,She did nothing I did not command.
2011-05-22,Season 1,Episode 6,A Golden Crown,robert baratheon,Who'd have thought she had it in her?
2011-05-22,Season 1,Episode 6,A Golden Crown,cersei lannister,By what right dare you lay hands on my blood?
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,I am the King's Hand -
2011-05-22,Season 1,Episode 6,A Golden Crown,cersei lannister,You were the King's Hand!
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,trying to keep the peace -
2011-05-22,Season 1,Episode 6,A Golden Crown,cersei lannister,You shall now be held accountable.
2011-05-22,Season 1,Episode 6,A Golden Crown,robert baratheon,"Oh, will both of you shut your mouths? Catelyn will release Tyrion and you'll make your peace with Jaime."
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,He butchered my men.
2011-05-22,Season 1,Episode 6,A Golden Crown,cersei lannister,Lord Stark was returning drunk from a brothel when his men attacked Jaime.
2011-05-22,Season 1,Episode 6,A Golden Crown,robert baratheon,"Quiet, woman."
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,Jaime has fled the city. Give me leave to bring him back to justice.
2011-05-22,Season 1,Episode 6,A Golden Crown,cersei lannister,I took you for a king.
2011-05-22,Season 1,Episode 6,A Golden Crown,robert baratheon,Hold your tongue.
2011-05-22,Season 1,Episode 6,A Golden Crown,cersei lannister,He's attacked my brother and abducted the other. I should wear the armor and you the gown.
2011-05-22,Season 1,Episode 6,A Golden Crown,cersei lannister,I shall wear this like a badge of honor.
2011-05-22,Season 1,Episode 6,A Golden Crown,robert baratheon,Wear it in silence or I'll honor you again.
2011-05-22,Season 1,Episode 6,A Golden Crown,robert baratheon,See what she does to me? My loving wife. I should not have hit her. That was not… That was not kingly.
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,If we don't act… there will be a war.
2011-05-22,Season 1,Episode 6,A Golden Crown,robert baratheon,"So tell your wife to return that little shit of an Imp to King's Landing. She's had her fun, now put an end to it. You hear me? Send a raven and put an end to it."
