Release Date,Season,Episode,Episode Title,Name,Sentence
2011-05-29,Season 1,Episode 7,You Win or You Die,jaime lannister,"Summoned to court to answer for the crimes of your bannerman Gregor Clegane, the Mountain"
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,Attacking him was stupid.
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,Lannisters don't act like fools.
2011-05-29,Season 1,Episode 7,You Win or You Die,jaime lannister,Catelyn Stark took my brother.
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,Why is he still alive?
2011-05-29,Season 1,Episode 7,You Win or You Die,jaime lannister,Tyrion?
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,Ned Stark.
2011-05-29,Season 1,Episode 7,You Win or You Die,jaime lannister,"One of our men interfered, speared him through the leg before I could finish him."
2011-05-29,Season 1,Episode 7,You Win or You Die,jaime lannister,It wouldn't have been clean.
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,Clean...
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,You spend too much time worrying about what other people think of you.
2011-05-29,Season 1,Episode 7,You Win or You Die,jaime lannister,I could care less what anyone thinks of me.
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,Now that's what you want people to think of you.
2011-05-29,Season 1,Episode 7,You Win or You Die,jaime lannister,It's the truth.
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,"When you hear them whispering ""Kingslayer"" behind your back, doesn't it bother you?"
2011-05-29,Season 1,Episode 7,You Win or You Die,jaime lannister,Of course it bothers me.
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,The lion doesn't concern himself with the opinions of the sheep.
2011-05-29,Season 1,Episode 7,You Win or You Die,jaime lannister,I didn't realize you placed such a high value on my brother's life.
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,"He's a Lannister. He might be the lowest of the Lannisters, but he's one of us."
2011-05-29,Season 1,Episode 7,You Win or You Die,jaime lannister,So the lion does concern himself with the opinions of..
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,"No, it's not an opinion, it's a fact!"
2011-05-29,Season 1,Episode 7,You Win or You Die,tywin lannister,Hmm.
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,You're in pain.
2011-05-29,Season 1,Episode 7,You Win or You Die,eddard stark,"I've had worse, my lady."
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,Perhaps it's time to go home.
2011-05-29,Season 1,Episode 7,You Win or You Die,eddard stark,The South doesn't seem to agree with you.
2011-05-29,Season 1,Episode 7,You Win or You Die,eddard stark,I know the truth Jon Arryn died for.
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,"Do you, Lord Stark? Is that why you called me here, to pose me riddles?"
2011-05-29,Season 1,Episode 7,You Win or You Die,eddard stark,Has he done this before?
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,Jaime would have killed him.
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,My brother is worth a thousand of your friend.
2011-05-29,Season 1,Episode 7,You Win or You Die,eddard stark,Your brother Or your lover?
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,The Targaryens wed brothers and sisters for 300 years to keep bloodlines pure.
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,Jaime and I are more than brother and sister. We shared a womb. We came into this world together. We belong together.
2011-05-29,Season 1,Episode 7,You Win or You Die,eddard stark,My son saw you with him.
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,Do you love your children?
2011-05-29,Season 1,Episode 7,You Win or You Die,eddard stark,With all my heart.
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,No more than I love mine.
2011-05-29,Season 1,Episode 7,You Win or You Die,eddard stark,And they are all Jaime's.
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,Thank the Gods.
2011-05-29,Season 1,Episode 7,You Win or You Die,eddard stark,You've always hated him.
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,Hated him? I worshiped him.
2011-05-29,Season 1,Episode 7,You Win or You Die,eddard stark,"When the King returns from his hunt, I'll tell him the truth."
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,"And what of my wrath, Lord Stark? You should have taken the realm for yourself."
2011-05-29,Season 1,Episode 7,You Win or You Die,eddard stark,"I've made many mistakes in my life, but that wasn't one of them."
2011-05-29,Season 1,Episode 7,You Win or You Die,cersei lannister,"Oh, but it was."
2011-05-29,Season 1,Episode 7,You Win or You Die,ros,Come here.
2011-05-29,Season 1,Episode 7,You Win or You Die,petyr baelish,"No no no no! Is that what they teach you up in the North? And you-- wherever you're from, do you have any idea how ridiculous you sound? Either of you understand a thing that I'm saying?"
2011-05-29,Season 1,Episode 7,You Win or You Die,ros,"Yes, My Lord."
2011-05-29,Season 1,Episode 7,You Win or You Die,petyr baelish,"Let's start over, shall we? You be the man and you be the woman."
2011-05-29,Season 1,Episode 7,You Win or You Die,ros,"Why don't you join us, My Lord?"
2011-05-29,Season 1,Episode 7,You Win or You Die,petyr baelish,I'm saving myself for another.
2011-05-29,Season 1,Episode 7,You Win or You Die,ros,What she doesn't know won't hurt her.
2011-05-29,Season 1,Episode 7,You Win or You Die,petyr baelish,A stupid saying.
2011-05-29,Season 1,Episode 7,You Win or You Die,ros,She must be very beautiful.
2011-05-29,Season 1,Episode 7,You Win or You Die,petyr baelish,"No, not really. Impeccable bloodlines though."
2011-05-29,Season 1,Episode 7,You Win or You Die,ros,I do believe my lordo s in love.
2011-05-29,Season 1,Episode 7,You Win or You Die,petyr baelish,For many years. Most of my life really.
2011-05-29,Season 1,Episode 7,You Win or You Die,ros,Is she still married to him?
2011-05-29,Season 1,Episode 7,You Win or You Die,petyr baelish,Oh no. He got himself killed before the wedding.
2011-05-29,Season 1,Episode 7,You Win or You Die,ros,And what do you want?
2011-05-29,Season 1,Episode 7,You Win or You Die,petyr baelish,"Oh, everything, my dear. Everything there is."
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,You're a very lucky girl. Do you know that?
2011-05-29,Season 1,Episode 7,You Win or You Die,osha,Where is it you come from?
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,The Iron Islands.
2011-05-29,Season 1,Episode 7,You Win or You Die,osha,They far away?
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,You've never heard of the Iron Islands?
2011-05-29,Season 1,Episode 7,You Win or You Die,osha,"Trust me, you've never heard where I'm from neither."
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,"Trust me, My Lord. You're not living in the wilderness anymore."
2011-05-29,Season 1,Episode 7,You Win or You Die,osha,And what's that?
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,Lord.
2011-05-29,Season 1,Episode 7,You Win or You Die,osha,Why?
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,"Why? What do you mean why? My father is Balon Greyjoy, Lord of the Iron Islands."
2011-05-29,Season 1,Episode 7,You Win or You Die,osha,"What's that got to do with you? If your father's lord, how can you be lord too?"
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,I will be lord after my father.
2011-05-29,Season 1,Episode 7,You Win or You Die,osha,So you're not lord now?
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,"No, you...You having a go at me? Is that it?"
2011-05-29,Season 1,Episode 7,You Win or You Die,osha,I just don't understand how you Southerners do things.
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,I'm not a Southerner.
2011-05-29,Season 1,Episode 7,You Win or You Die,osha,You're from South of the wall. That makes you a Southerner to me.
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,"You're an impudent little wench, aren't you?"
2011-05-29,Season 1,Episode 7,You Win or You Die,osha,"Couldn't say, My Lord. Don't know what ""impunent"" means."
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,Impudent. It means rude. Disrespectful.
2011-05-29,Season 1,Episode 7,You Win or You Die,maester luwin,Theon Greyjoy! The lady is our guest.
