Release Date,Season,Episode,Episode Title,Name,Sentence
2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"You need to drink, child... And eat."
2011-04-24,Season 1,Episode 2,The Kingsroad,daenerys targaryen,Isn't there anything else?
2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,The Dothraki have two things in abundance
2011-04-24,Season 1,Episode 2,The Kingsroad,doreah,Khaleesi!
2011-04-24,Season 1,Episode 2,The Kingsroad,irri,Your hands.
2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"We're still not far from Pentos, your Grace. Magister Illyrio has extended his hospitality. You'd be more comfortable there."
2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,I have no interest in hospitality or comfort. I'll stay with Drogo until he fulfils his end of the bargain and I have my crown.
2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"As you wish, your Grace."
2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,"Well, Mormont, as brutish as this life is, I suppose it is preferable to beheading. What did Ned Stark want you for? Buying from a slaver?"
2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,Selling to one... Some poachers I caught on my land.
2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,"Under my reign, you won't be punished for such nonsense. You can rest assured of that."
2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,"Better-looking bitches than you're used to, Uncle. My mother's been looking for you. We ride for King's Landing today."
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Before you go, you will call on Lord and Lady Stark and offer your sympathies."
2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,What good will my sympathies do them?
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,None. But it is expected of you. Your absence has already been noted.
2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,The boy means nothing to me. And I can't stand the wailing of women.
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,One word and I'll hit you again.
2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,I'm telling mother!
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Go! Tell her. But first you will get to Lord and Lady Stark and you will fall on your knees in front of them and tell them how very sorry you are, that you are at their service, and that all your prayers are with them. Do you understand?"
2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,You can't...
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Do you understand?
2011-04-24,Season 1,Episode 2,The Kingsroad,sandor clegane,"The Prince will remember that, little lord."
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"I hope so. If he forgets, be a good dog and remind him. Time for breakfast..."
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Bread. And two of those little fish. And a mug of dark beer to wash it down. And bacon, burnt black."
2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,Little brother.
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Beloved siblings.
2011-04-24,Season 1,Episode 2,The Kingsroad,myrcella baratheon,Is Bran going to die?
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Apparently not.
2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,What do you mean?
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,The Maester says the boy may live.
2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,"It's no mercy, letting a child linger in such pain."
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Only the gods know for certain. All the rest of us can do is pray. The charms of the north seem entirely lost on you.
