Release Date,Season,Episode,Episode Title,Name,Sentence
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,"He will not cross. And if by chance he does, we'll throw him back into the sea."
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,Where is she?
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,Who took her?
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,"Right, get back."
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,Back! Back to the inn. All back!
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,Are you hurt?
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,It's all right. What is the meaning of this? Why was my daughter not brought to me at once?
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,In bed asleep.
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,Stop it! That's enough of that.
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,Stop! Arya!
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,"Gladly, your Grace."
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,You can't mean it.
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,s this your command... your Grace?
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,"No. Jory... Take the girls to their rooms. If it must be done, then I'll do it myself."
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,The wolf is of the north. She deserves better than a butcher.
2011-04-24,Season 1,Episode 2,The Kingsroad,eddard stark,The butcher's boy... You rode him down?
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"Get the girls settled in. I'll be back in time for supper. And, Jory, you go with them."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Glad to see you're protecting the throne.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Very handsome armor. Not a scratch on it.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,You've chosen your opponents wisely then.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,But you just stood there and watched.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Is that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back?
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"You served him well, when serving was safe."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Lord Varys.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,A shame you didn't say a prayer for the butcher's son. Renly! You're looking well.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"She has, Lord Baelish. I understand you knew my brother Brandon as well."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Perhaps you chose the wrong man to duel with.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Grand Maester.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,And you served another King.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Without the King?
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"40,000 gold dragons to the champion, 20,000 to the runner-up, 20,000 to the winning archer."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Are you telling me the Crown is three million in debt?
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,How could you let this happen?
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,I will not believe Jon Arryn allowed Robert to bankrupt the realm.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,I'll speak to him tomorrow. This tournament is an extravagance we cannot afford.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"There will be no plans until I speak to Robert. Forgive me, my Lords. I had a long ride."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,What's happening here?
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"Go to your room. We'll speak later. That's for you, love…"
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,The same dollmaker makes all of Princess Myrcella's toys. Don't you like it?
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,It's all right. Go on.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,War was easier than daughters.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"Arya, open the door. May I come in? Whose sword is that?"
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Give it to me. I know this maker's mark. This is Mikken's work. Where did you get this? This is no toy. Little ladies shouldn't play with swords.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Come here. Now what do you want with this?
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,A blade with a name. And who were you hoping to skewer with Needle? Your sister? Do you know the first thing about sword fighting?
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,laughs] That's the essence of it.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"No, sweet girl. You didn't kill the butcher's boy."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Sansa was dragged before the King and Queen... And asked to call the Prince a liar.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"Darling, listen to me. Sansa will be married to Joffrey someday. She cannot betray him. She must take his side even when he's wrong."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Well… Look at me. You're a Stark of Winterfell. You know our words.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"You were born in the long summer. You've never known anything else. But now winter is truly coming. And in the winter, we must protect ourselves, look after one another. Sansa is your sister."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"I don't want to frighten you, but I won't lie to you either. We've come to a dangerous place. We cannot fight a war amongst ourselves. All right? Go on. It's yours."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"Try not to stab your sister with it. If you're going to own a sword, you'd better know how to use it."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,My wife is in Winterfell.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,You're a funny man. A very funny man.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,It's too dangerous.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Until we know who our enemies are...
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Littlefinger's right. I can't do anything without proof.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"Then I bring it to Robert... And hope he's still the man I once knew. You watch yourself on the road, huh? That temper of yours is a dangerous thing."
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,He still loves you.
2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Off with you.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,The King's tournament. I assure you the Hand wants no part of it.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,You'll get 50. Lord Baelish will see it paid for.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"You found money for a champion's purse, you can find money to keep the peace. I'll also give you 20 of my household guards till the crowds have left."
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"The sooner this is over, the better."
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"I'm sure the tourney puts coins in many a pocket. Now... If there's nothing else, my Lords?"
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,I've been hoping to talk to you about Jon Arryn.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Why?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,What did Jon want the night before he died?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,A book? What book?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,I'd like to read it.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"Harkon Umber, first of his name, born to lord Hother Umber and lady Amaryllis Umber in the 183rd year after Aegon's landing, at the last hearth. Blue of eye, brown of hair and fair complected, died in his 14th year of a wound sustained"
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Did Jon Arryn tell you what he wanted with it?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Jon's death...
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Did he say anything to you during his final hours?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"The seed is strong""? What does that mean?"
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,And you're quite certain he died of a natural illness?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Poison.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,I've heard it said that poison is a woman's weapon.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Everybody knows that.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,I've taken enough of your time.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Thank you. I'll find my own way out.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,It's a hard fall down these steps.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Cats? Syrio says…
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,He's right about that.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,He needs to get his strength back first.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,No. But someday he could be Lord of a holdfast or sit on the King's Council. Or he might raise castles like Brandon the Builder.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,You will marry a high Lord and rule his castle. And your sons shall be knights and princes and lords.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Pycelle talks too much.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Knighted for what? Why are you telling me this?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Where is Ser Hugh? I'll speak to him.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Varys or the Queen?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Yes.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"Lord Baelish, perhaps I was wrong to distrust you."
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,A knight. They strut around like roosters down here. Even the ones who've never seen an arrow coming their way.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Let them look.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,What did Lord Arryn want?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,I'd like to see him as well.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,This is fine work.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"There's nothing to forgive. When Lord Arryn came to visit you, what would you talk about?"
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,What kind of questions?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Your mother?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,What did you tell him?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"Look at me. Get back to work, lad. If the day ever comes when that boy'd rather wield a sword than forge one, you send him to me."
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,King Robert's bastard son.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Your Grace.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Putting my name on it doesn't make it mine.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,She likes it here.
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,What are you doing here?
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"The King called on me to serve him and the realm, and that's what I'll do until he tells me otherwise."
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"If that's my job, then so be it."
2011-05-08,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"I was also trained to kill my enemies, Your Grace."
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Does Ser Hugh have any family in the capital?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,He'd never worn this armor before.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Who determines the draw?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"Aye... But who holds the straws? You've done good work, Sisters."
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"I'm glad we never met on the field, Ser Barristan... as is my wife. I don't think the widow's life would suit her."
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,My father once told me you were the best he'd ever seen. I never knew the man to be wrong about matters of combat.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,And that lad... He was a squire until a few months ago. How could he afford a new suit of armor?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Yes. That will never happen.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"If the King got what he wanted all the time, we'd still be fighting a damned rebellion."
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,You're too fat for your armor.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,You're torturing the poor boy.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,The breastplate stretcher?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Maybe you should have one invented.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,You have no business jousting. Leave that for the young men.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,And who's going to hit you back?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,There's not a man in the Seven Kingdoms would risk hurting you.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Aye.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,I'm not thirsty.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Your squire... A Lannister boy?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Robert?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Where's Arya
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Hey.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Ser Loras rides well.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,He'll never walk again.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,So they say.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,I've been in the capital a month. Why have you waited so long to tell me this?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,So why do you trust me now?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,What sort of doom does the King face?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Who gave it to him?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"The squire, Ser Hugh?"
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"If Ser Hugh poisoned him, who paid Ser Hugh?"
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Jon was a man of peace. He was Hand for 17 years -- 17 good years. Why kill him?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,You know I had half my guard out searching for you? You promised me this would stop.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Who did?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"Oh, Arya."
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Where did you hear this?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,What were you doing in the dungeons?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"Your name, friend?"
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Did Benjen send you?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"Ah, we'll find recruits for you."
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Know what?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Go on. We'll talk more later.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"Jory, take her safely to her room."
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Well?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,I need to see the King first -- alone.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Is it about my wife?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,You're speaking of murdering a child.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,You will dishonor yourself forever if you do this.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Then we're no better than the Mad King.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,You want to assassinate a girl... Because the Spider heard a rumor?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Based on whose information?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Mormont? You bring us the whispers of a traitor half a world away and call it fact?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"He broke the law, betrayed his family, fled our land. We commit murder on the word of this man?"
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,The Narrow Sea still lies between us. I'll fear the Dothraki the day they teach their horses to run on water.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"I followed you into war - twice, without doubts, without second thoughts. But I will not follow you now. The Robert I grew up with didn't tremble at the shadow of an unborn child."
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,I will have no part in it.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,And good luck to him. I thought you were a better man.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,I'll go ahead with my daughters. Get them ready. Do it yourself. Don't ask anyone for help.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,What can I do for you?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Why? What do you care?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,I don't have the time.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Round up all the men we have and station them outside the girls' chambers. Who are your best two swords?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Find them and meet me at the stables.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,I will.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"When Jon Arryn came to visit you, what did he want?"
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,She looks healthy enough to me. The girl shall want for nothing.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,What do you know of King Robert's bastards?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,How many?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,And Jon Arryn tracked them all down. Why?
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Come.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,Jory!
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,I remember him well.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,He was taken at my command to answer for his crimes.
2011-05-15,Season 1,Episode 5,The Wolf and the Lion,eddard stark,"You kill me, your brother's a dead man."
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,"Your pardon, your Grace."
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,She did nothing I did not command.
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,I am the King's Hand -
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,trying to keep the peace -
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,He butchered my men.
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,Jaime has fled the city. Give me leave to bring him back to justice.
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,If we don't act… there will be a war.
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,And what about Jaime Lannister? What about Jaime?
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,"As you command your Grace. With your leave, I will return to Winterfell and set matters straight."
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,The hunt?
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,The Targaryen girl -
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,"These men, were they flying a sigil? … A banner."
